user_id,is_view,is_cart,is_purchase,variant
504245352,1,0,0,A
504367068,1,0,0,B
504386888,1,0,0,B
504429960,1,1,1,B
504703997,1,0,0,B
504833073,1,0,0,A
504944278,1,0,0,A
504982586,1,0,0,A
505143723,1,0,0,B
505163124,1,0,0,B
505769120,1,0,0,B
505913959,1,0,0,B
505994577,1,0,0,A
506180674,1,0,0,B
506292108,1,0,0,B
506395116,1,0,0,A
506477057,1,0,0,A
506623177,1,0,0,A
506661592,1,0,0,B
506663142,1,0,0,B
506690497,1,0,0,B
506835665,1,0,0,B
506840287,1,0,0,B
506983530,1,0,0,A
507004334,1,0,0,A
507134502,1,0,0,A
507412213,1,0,0,B
507548502,1,0,0,A
507564181,1,0,0,B
507618581,1,0,0,A
507654518,1,0,0,B
508032709,1,0,0,B
508225538,1,0,0,A
508413106,1,0,0,B
508467020,1,0,0,A
508879101,1,0,0,A
508888222,1,0,0,B
509043818,1,0,0,A
509135272,1,0,0,B
509481306,1,0,0,B
509498541,1,0,0,B
509583615,1,0,0,B
510342327,1,0,0,A
510587476,1,0,0,A
510772226,1,0,0,A
510793353,1,0,0,A
511206704,1,0,0,B
511285854,1,0,0,A
511314220,1,0,0,A
511460516,1,0,0,B
511760465,1,0,0,B
511841561,1,0,0,B
512031326,1,0,0,A
512097103,1,0,0,A
512313473,1,0,0,A
512363623,1,0,0,A
512363659,1,0,0,B
512363681,1,0,0,B
512363693,1,0,0,B
512363712,1,0,0,A
512363719,1,0,0,B
512363879,1,0,0,A
512363894,1,0,0,A
512363931,1,0,0,A
512363992,1,0,0,A
512363994,1,0,0,B
512364083,1,0,0,A
512364193,1,0,0,A
512364242,1,0,0,A
512364422,1,0,0,B
512364466,1,0,0,A
512364479,1,0,0,B
512364528,1,0,0,B
512364693,1,0,0,B
512364730,1,0,0,B
512365063,1,0,0,B
512365460,1,0,0,A
512365496,1,1,1,B
512365722,1,0,0,A
512365864,1,0,0,A
512365869,1,0,0,B
512365995,1,0,0,A
512366249,1,0,0,B
512366600,1,0,0,A
512366656,1,0,0,B
512366672,1,0,0,A
512366925,1,0,0,A
512366996,1,0,0,A
512367071,1,0,0,B
512367088,1,0,0,B
512367296,1,0,0,B
512367362,1,0,0,B
512367394,1,0,0,B
512367412,1,0,0,A
512367669,1,1,1,B
512367672,1,0,0,A
512367742,1,0,0,A
512367789,1,0,0,B
512367865,1,0,0,B
512367874,1,0,0,B
512368217,1,0,0,A
512368269,1,0,0,A
512368302,1,0,0,A
512368482,1,0,0,A
512368577,1,0,0,A
512368659,1,0,0,B
512368733,1,0,0,B
512368876,1,0,0,A
512369010,1,0,0,A
512369627,1,0,0,A
512369675,1,0,0,B
512370150,1,0,0,A
512370274,1,0,0,B
512370506,1,0,0,B
512370517,1,0,0,A
512370592,1,0,0,A
512370659,1,0,0,A
512370660,1,1,1,A
512370768,1,0,0,B
512370871,1,0,0,B
512370932,1,0,0,A
512370985,1,0,0,A
512371090,1,0,0,A
512371110,1,0,0,B
512371126,1,0,0,A
512371142,1,0,0,A
512371341,1,0,0,A
512371533,1,0,0,A
512371551,1,0,0,A
512371686,1,0,0,A
512371822,1,0,0,A
512371867,1,0,0,A
512371925,1,0,0,B
512371939,1,1,1,A
512372217,1,0,0,A
512372222,1,0,0,A
512372283,1,0,0,A
512372396,1,0,0,A
512372458,1,1,1,A
512372522,1,0,0,B
512372746,1,1,1,A
512372811,1,0,0,A
512373231,1,0,0,B
512373252,1,0,0,A
512373434,1,0,0,A
512373516,1,0,0,B
512373608,1,0,0,B
512373660,1,0,0,B
512373662,1,0,0,A
512373792,1,1,1,A
512373833,1,0,0,A
512373887,1,0,0,B
512374044,1,0,0,B
512374050,1,1,1,B
512374375,1,0,0,A
512374444,1,1,1,A
512374626,1,0,0,B
512374774,1,0,0,A
512374823,1,0,0,A
512375209,1,0,0,B
512375245,1,1,1,B
512375543,1,1,1,B
512375719,1,1,1,A
512375742,1,0,0,B
512376092,1,1,0,A
512376127,1,0,0,A
512376264,1,1,1,A
512376434,1,0,0,A
512376726,1,0,0,A
512377110,1,0,0,B
512377308,1,0,0,A
512377506,1,0,0,A
512377508,1,0,0,A
512377568,1,0,0,B
512377624,1,1,1,B
512377884,1,0,0,B
512378538,1,0,0,A
512378730,1,0,0,B
512379003,1,0,0,B
512379316,1,0,0,A
512379330,1,0,0,A
512379424,1,0,0,B
512379479,1,0,0,B
512379594,1,0,0,A
512380230,1,0,0,B
512380304,1,0,0,A
512380465,1,0,0,A
512380524,1,0,0,B
512380801,1,1,0,A
512380813,1,0,0,A
512380929,1,0,0,A
512380983,1,0,0,B
512381191,1,0,0,A
512381234,1,0,0,A
512381260,1,0,0,A
512381263,1,1,1,B
512381472,1,0,0,A
512381544,1,0,0,A
512382177,1,0,0,A
512382200,1,0,0,B
512382281,1,0,0,A
512382469,1,0,0,B
512382717,1,0,0,A
512382758,1,0,0,B
512382808,1,1,1,B
512382873,1,0,0,B
512382908,1,0,0,B
512383036,1,0,0,B
512383098,1,0,0,A
512383224,1,0,0,A
512383304,1,1,1,B
512383695,1,0,0,B
512383775,1,0,0,B
512383783,1,0,0,B
512383813,1,0,0,B
512383818,1,1,0,B
512383906,1,0,0,A
512383998,1,0,0,A
512384081,1,0,0,A
512384096,1,0,0,B
512384302,1,0,0,B
512384305,1,0,0,B
512384348,1,1,1,B
512384383,1,0,0,B
512384392,1,0,0,A
512384407,1,1,1,A
512384474,1,0,0,A
512384475,1,0,0,B
512384561,1,0,0,B
512384729,1,0,0,A
512384793,1,0,0,A
512384831,1,0,0,B
512384977,1,0,0,A
512384988,1,0,0,A
512385002,1,0,0,B
512385597,1,0,0,A
512385872,1,0,0,A
512385905,1,0,0,B
512386040,1,1,1,A
512386086,1,1,1,A
512386170,1,0,0,A
512386454,1,0,0,A
512386622,1,0,0,A
512386718,1,0,0,A
512386964,1,0,0,A
512387104,1,0,0,A
512387554,1,1,0,A
512387605,1,1,1,B
512387636,1,0,0,B
512387714,1,0,0,B
512388114,1,0,0,B
512388146,1,0,0,A
512388180,1,0,0,A
512388375,1,1,1,B
512388419,1,0,0,B
512388680,1,0,0,A
512389127,1,0,0,A
512389194,1,0,0,B
512389337,1,0,0,A
512389373,1,0,0,A
512389399,1,0,0,A
512389738,1,0,0,B
512389896,1,0,0,B
512390049,1,0,0,A
512390066,1,0,0,A
512390122,1,0,0,A
512390127,1,0,0,B
512390132,1,0,0,B
512390252,1,0,0,B
512390253,1,0,0,A
512390407,1,0,0,A
512390516,1,1,1,B
512390770,1,0,0,A
512390862,1,1,0,A
512390924,1,0,0,B
512390999,1,0,0,A
512391069,1,0,0,B
512391098,1,0,0,B
512391123,1,0,0,B
512391314,1,0,0,B
512391326,1,0,0,A
512391373,1,0,0,B
512391485,1,0,0,A
512391514,1,0,0,A
512391846,1,0,0,A
512392338,1,0,0,B
512392341,1,0,0,B
512392380,1,0,0,B
512392526,1,0,0,A
512392666,1,0,0,B
512392862,1,0,0,B
512392966,1,0,0,A
512393153,1,0,0,B
512393343,1,0,0,B
512393366,1,0,0,A
512393426,1,0,0,B
512393480,1,0,0,B
512393581,1,0,0,B
512393742,1,0,0,A
512393763,1,0,0,A
512393839,1,0,0,B
512394014,1,0,0,A
512394153,1,0,0,B
512394543,1,0,0,B
512394548,1,0,0,A
512394837,1,0,0,A
512394887,1,0,0,B
512394901,1,0,0,A
512394987,1,0,0,A
512395044,1,0,0,B
512395101,1,0,0,A
512395219,1,0,0,A
512395230,1,0,0,B
512395260,1,0,0,B
512395374,1,0,0,A
512395480,1,0,0,B
512395481,1,0,0,B
512395498,1,0,0,A
512395500,1,0,0,A
512395527,1,0,0,B
512395580,1,0,0,B
512395614,1,1,1,A
512395623,1,0,0,B
512395675,1,0,0,B
512395712,1,0,0,B
512395727,1,0,0,A
512395730,1,0,0,B
512395866,1,0,0,A
512395967,1,0,0,B
512395993,1,0,0,B
512396356,1,1,1,B
512396504,1,0,0,A
512396685,1,0,0,A
512396824,1,0,0,B
512396829,1,0,0,A
512396840,1,0,0,B
512396901,1,0,0,B
512396972,1,0,0,B
512397285,1,0,0,A
512397411,1,1,1,B
512397505,1,1,1,B
512398306,1,0,0,A
512398550,1,0,0,A
512398619,1,0,0,B
512398680,1,1,1,B
512398779,1,0,0,B
512398904,1,0,0,B
512398981,1,0,0,A
512399039,1,0,0,A
512399056,1,0,0,B
512399150,1,0,0,A
512399225,1,0,0,A
512399285,1,0,0,A
512399380,1,0,0,A
512399775,1,0,0,A
512400126,1,0,0,B
512400236,1,0,0,B
512400293,1,0,0,A
512400312,1,0,0,A
512400559,1,0,0,A
512400592,1,0,0,B
512400636,1,0,0,A
512400789,1,0,0,B
512400853,1,0,0,B
512400875,1,1,1,B
512401111,1,0,0,B
512401200,1,0,0,B
512401288,1,0,0,A
512401427,1,0,0,B
512401527,1,0,0,A
512401535,1,0,0,A
512401577,1,0,0,A
512401694,1,0,0,B
512401781,1,0,0,B
512401797,1,0,0,A
512401888,1,0,0,A
512402085,1,0,0,A
512402259,1,0,0,A
512402296,1,0,0,A
512402402,1,0,0,A
512402534,1,0,0,B
512402630,1,0,0,B
512402872,1,0,0,B
512402899,1,0,0,A
512402955,1,0,0,B
512403412,1,0,0,B
512403922,1,1,1,A
512403931,1,0,0,A
512404200,1,0,0,B
512404361,1,0,0,B
512404398,1,0,0,B
512404740,1,0,0,A
512405193,1,0,0,A
512405224,1,0,0,B
512405275,1,0,0,A
512405445,1,1,1,A
512405542,1,0,0,A
512405618,1,0,0,A
512405667,1,0,0,B
512405786,1,0,0,A
512405921,1,0,0,A
512406285,1,0,0,B
512406480,1,0,0,B
512406501,1,0,0,B
512406835,1,1,1,A
512406877,1,0,0,A
512407261,1,0,0,A
512407759,1,0,0,B
512407860,1,0,0,A
512407916,1,1,1,B
512408255,1,0,0,B
512408796,1,0,0,A
512409348,1,0,0,A
512409436,1,0,0,B
512409481,1,0,0,B
512409682,1,0,0,A
512409813,1,0,0,A
512409850,1,0,0,A
512410087,1,0,0,A
512410097,1,1,1,A
512410102,1,0,0,A
512410158,1,0,0,A
512410420,1,0,0,A
512410453,1,0,0,A
512410459,1,0,0,B
512410564,1,1,0,B
512410568,1,0,0,B
512410583,1,0,0,B
512410656,1,0,0,A
512410812,1,0,0,B
512410857,1,0,0,B
512411061,1,1,1,B
512411193,1,1,0,B
512411198,1,1,0,B
512411358,1,0,0,A
512411434,1,0,0,B
512411594,1,0,0,A
512411647,1,0,0,B
512411850,1,0,0,A
512411879,1,0,0,A
512411982,1,0,0,A
512412072,1,1,1,B
512412149,1,0,0,B
512412156,1,0,0,B
512412240,1,1,1,A
512412385,1,1,1,A
512412404,1,1,0,B
512412769,1,0,0,B
512412945,1,0,0,B
512412983,1,0,0,A
512413017,1,0,0,B
512413774,1,0,0,A
512413832,1,0,0,B
512414047,1,0,0,B
512414069,1,0,0,A
512414255,1,0,0,A
512414416,1,0,0,A
512414869,1,0,0,A
512414890,1,0,0,A
512414907,1,0,0,A
512415231,1,1,1,A
512415252,1,0,0,A
512415295,1,0,0,B
512415338,1,0,0,B
512415463,1,0,0,B
512415506,1,0,0,A
512415741,1,0,0,A
512415890,1,0,0,B
512416081,1,0,0,B
512416160,1,0,0,A
512416484,1,0,0,A
512416626,1,0,0,B
512416881,1,0,0,A
512416922,1,0,0,A
512416959,1,1,1,A
512417048,1,0,0,B
512417371,1,1,0,A
512417376,1,0,0,B
512417385,1,0,0,B
512417821,1,0,0,B
512417866,1,0,0,A
512418256,1,0,0,B
512418274,1,0,0,A
512418293,1,0,0,B
512418831,1,0,0,B
512419140,1,0,0,B
512419173,1,0,0,A
512419369,1,0,0,B
512419431,1,0,0,A
512419588,1,0,0,A
512419813,1,0,0,A
512420000,1,1,0,A
512420003,1,0,0,B
512420283,1,0,0,A
512420661,1,0,0,A
512420895,1,0,0,B
512421104,1,0,0,B
512421261,1,0,0,A
512421287,1,0,0,B
512421378,1,1,1,B
512421399,1,1,0,B
512421516,1,0,0,A
512421566,1,0,0,B
512421624,1,0,0,B
512421799,1,0,0,A
512421902,1,0,0,B
512421969,1,0,0,A
512422000,1,0,0,A
512422200,1,0,0,B
512422258,1,0,0,B
512422360,1,0,0,A
512422621,1,0,0,A
512422668,1,0,0,A
512422895,1,0,0,A
512423849,1,0,0,A
512424048,1,0,0,A
512424069,1,0,0,B
512424146,1,0,0,A
512424310,1,0,0,B
512424355,1,0,0,B
512424356,1,0,0,B
512424364,1,0,0,A
512424470,1,0,0,A
512424587,1,0,0,B
512424706,1,0,0,B
512425007,1,0,0,B
512425088,1,0,0,B
512425296,1,0,0,B
512425313,1,0,0,A
512425344,1,0,0,A
512425353,1,0,0,B
512425438,1,0,0,A
512425499,1,0,0,A
512425526,1,0,0,A
512425634,1,0,0,A
512425716,1,0,0,B
512425820,1,0,0,A
512426470,1,0,0,A
512427206,1,0,0,A
512427538,1,0,0,A
512427633,1,0,0,A
512427685,1,0,0,B
512427724,1,0,0,A
512427987,1,0,0,A
512428088,1,0,0,B
512428195,1,0,0,B
512428475,1,0,0,A
512428489,1,0,0,B
512428569,1,0,0,B
512428936,1,0,0,B
512428965,1,0,0,B
512428981,1,0,0,A
512429062,1,0,0,B
512429072,1,0,0,B
512429077,1,0,0,A
512429088,1,0,0,A
512429147,1,0,0,B
512429226,1,0,0,B
512429400,1,0,0,B
512429451,1,1,1,B
512429517,1,0,0,B
512429609,1,0,0,A
512429848,1,0,0,A
512429936,1,0,0,A
512430015,1,0,0,B
512430123,1,0,0,A
512430138,1,0,0,A
512430157,1,0,0,A
512430178,1,0,0,B
512430531,1,1,1,A
512430537,1,1,1,B
512430924,1,0,0,B
512430965,1,0,0,B
512431276,1,0,0,A
512432005,1,0,0,A
512432202,1,0,0,B
512432285,1,0,0,A
512432494,1,1,1,A
512432515,1,0,0,A
512432609,1,0,0,A
512432735,1,0,0,A
512432743,1,1,1,A
512432835,1,0,0,A
512433157,1,0,0,A
512433204,1,0,0,B
512433595,1,0,0,A
512433756,1,0,0,A
512434100,1,0,0,A
512434124,1,0,0,B
512434271,1,0,0,B
512434323,1,0,0,A
512434424,1,0,0,A
512434432,1,0,0,B
512434517,1,0,0,A
512434619,1,0,0,B
512434925,1,1,1,B
512435445,1,0,0,A
512435480,1,1,1,B
512435567,1,0,0,A
512435762,1,1,1,B
512435822,1,0,0,A
512435861,1,0,0,A
512436043,1,0,0,A
512436104,1,0,0,A
512436165,1,0,0,A
512436272,1,0,0,B
512436759,1,0,0,A
512436784,1,0,0,A
512436793,1,0,0,A
512437289,1,0,0,A
512437291,1,0,0,B
512437392,1,0,0,A
512437402,1,0,0,A
512437594,1,0,0,B
512437759,1,0,0,B
512437843,1,0,0,B
512437914,1,0,0,A
512438026,1,0,0,B
512438181,1,0,0,A
512438225,1,0,0,A
512438317,1,1,0,B
512438481,1,0,0,A
512438514,1,0,0,A
512438548,1,1,1,A
512438602,1,0,0,A
512438872,1,0,0,A
512438878,1,1,1,A
512438961,1,0,0,A
512438969,1,1,1,B
512438972,1,1,1,B
512439178,1,0,0,A
512439610,1,0,0,B
512440316,1,0,0,A
512440401,1,0,0,A
512440423,1,0,0,A
512440519,1,0,0,B
512440672,1,0,0,A
512440806,1,0,0,A
512440814,1,0,0,B
512440842,1,0,0,A
512440845,1,0,0,B
512440983,1,0,0,B
512441279,1,0,0,B
512441377,1,0,0,A
512441839,1,0,0,A
512441908,1,0,0,B
512441949,1,1,1,A
512442248,1,0,0,B
512442280,1,0,0,B
512442382,1,0,0,B
512442416,1,0,0,B
512442486,1,0,0,B
512442744,1,0,0,B
512442857,1,0,0,B
512443087,1,0,0,A
512443246,1,0,0,B
512443612,1,0,0,B
512443808,1,0,0,A
512444135,1,0,0,A
512444423,1,1,1,A
512444488,1,1,1,A
512444510,1,0,0,A
512444770,1,0,0,A
512444862,1,0,0,A
512444876,1,1,1,A
512445014,1,0,0,B
512445025,1,0,0,A
512445078,1,0,0,A
512445341,1,1,1,B
512445348,1,0,0,B
512445394,1,0,0,A
512445434,1,0,0,A
512445781,1,0,0,B
512445988,1,0,0,B
512446128,1,0,0,B
512446281,1,1,1,B
512446557,1,0,0,A
512446578,1,0,0,A
512446641,1,0,0,B
512446763,1,0,0,B
512446771,1,0,0,B
512446778,1,0,0,B
512447244,1,0,0,B
512447315,1,0,0,A
512447786,1,0,0,A
512447879,1,0,0,A
512447912,1,0,0,B
512447951,1,0,0,B
512447982,1,0,0,B
512448158,1,1,1,B
512448185,1,1,0,A
512448444,1,0,0,B
512448631,1,0,0,A
512448684,1,0,0,A
512448711,1,0,0,B
512449103,1,0,0,A
512449156,1,0,0,B
512449233,1,0,0,B
512449287,1,0,0,B
512449423,1,1,1,B
512449542,1,0,0,A
512449898,1,0,0,B
512449905,1,0,0,B
512449981,1,0,0,A
512450341,1,0,0,A
512450525,1,1,1,B
512450562,1,0,0,A
512450573,1,0,0,A
512450748,1,0,0,A
512451148,1,0,0,B
512451160,1,0,0,A
512451416,1,0,0,A
512451534,1,0,0,B
512451607,1,0,0,A
512451655,1,1,0,B
512451675,1,0,0,B
512451711,1,0,0,A
512452399,1,0,0,A
512452522,1,0,0,A
512452527,1,0,0,B
512452529,1,0,0,A
512452549,1,0,0,B
512452648,1,0,0,B
512452768,1,1,1,A
512452939,1,0,0,A
512453227,1,0,0,B
512453409,1,0,0,A
512453637,1,1,1,A
512453820,1,0,0,A
512453822,1,0,0,B
512453908,1,0,0,A
512453930,1,0,0,B
512453936,1,0,0,B
512453995,1,0,0,A
512454070,1,0,0,A
512454189,1,0,0,A
512454241,1,0,0,A
512454319,1,0,0,A
512454645,1,0,0,B
512454751,1,1,0,A
512455175,1,0,0,A
512455778,1,0,0,A
512455888,1,0,0,B
512455938,1,0,0,A
512455958,1,0,0,A
512456022,1,0,0,A
512456078,1,0,0,B
512456149,1,0,0,A
512456195,1,0,0,B
512456284,1,0,0,B
512456354,1,0,0,A
512456610,1,0,0,A
512456878,1,0,0,A
512457202,1,0,0,B
512457479,1,0,0,B
512457485,1,0,0,A
512457604,1,0,0,A
512457629,1,0,0,A
512457673,1,0,0,A
512457972,1,0,0,B
512458201,1,0,0,A
512458252,1,0,0,A
512458330,1,0,0,A
512458373,1,0,0,B
512458473,1,0,0,A
512458481,1,0,0,A
512458557,1,0,0,A
512458613,1,0,0,B
512459213,1,0,0,B
512459308,1,0,0,B
512459435,1,0,0,B
512459622,1,0,0,B
512459811,1,0,0,B
512459872,1,0,0,B
512459957,1,0,0,B
512460186,1,0,0,A
512460412,1,0,0,A
512460684,1,0,0,B
512460805,1,0,0,A
512460877,1,0,0,B
512460884,1,0,0,A
512461237,1,1,1,A
512461465,1,0,0,B
512461543,1,0,0,A
512461680,1,0,0,B
512461903,1,0,0,B
512462154,1,0,0,B
512462186,1,0,0,B
512462228,1,0,0,B
512462509,1,0,0,B
512462542,1,0,0,A
512462743,1,0,0,B
512462840,1,0,0,A
512462885,1,0,0,B
512463154,1,0,0,A
512463262,1,0,0,A
512463613,1,0,0,B
512463653,1,1,1,B
512463689,1,0,0,B
512464060,1,0,0,B
512464705,1,0,0,B
512465046,1,0,0,B
512465065,1,0,0,B
512465330,1,0,0,B
512465649,1,0,0,A
512465828,1,0,0,B
512465908,1,0,0,B
512465916,1,0,0,B
512465971,1,0,0,A
512466107,1,0,0,A
512466231,1,0,0,B
512466443,1,1,1,A
512466552,1,0,0,B
512466789,1,0,0,A
512466903,1,0,0,A
512467002,1,0,0,A
512467172,1,0,0,B
512467173,1,0,0,A
512467290,1,0,0,B
512467519,1,0,0,A
512467529,1,0,0,B
512467711,1,0,0,A
512467794,1,0,0,A
512467873,1,0,0,A
512467931,1,0,0,A
512468063,1,0,0,B
512468153,1,0,0,A
512468217,1,0,0,A
512468343,1,0,0,A
512468362,1,0,0,A
512468438,1,0,0,A
512468565,1,0,0,A
512468675,1,0,0,B
512468978,1,0,0,B
512469148,1,0,0,B
512469437,1,0,0,A
512469652,1,1,0,A
512469884,1,0,0,B
512470170,1,0,0,B
512470177,1,1,0,A
512470332,1,1,1,B
512470334,1,0,0,B
512470389,1,1,1,B
512470550,1,1,1,A
512470679,1,0,0,A
512470736,1,0,0,A
512471021,1,0,0,B
512471050,1,0,0,B
512471712,1,0,0,A
512471747,1,0,0,B
512471776,1,0,0,B
512472044,1,0,0,A
512472121,1,0,0,A
512472253,1,1,1,B
512472538,1,0,0,A
512472617,1,0,0,A
512472628,1,0,0,B
512472820,1,0,0,B
512472929,1,0,0,B
512472933,1,0,0,A
512473102,1,0,0,A
512473307,1,0,0,A
512473349,1,0,0,A
512473809,1,0,0,B
512474383,1,0,0,B
512474597,1,1,0,B
512474911,1,0,0,B
512475048,1,0,0,B
512475327,1,0,0,A
512475507,1,0,0,B
512475683,1,0,0,B
512475963,1,0,0,A
512476227,1,0,0,A
512476379,1,0,0,B
512476463,1,0,0,B
512476485,1,0,0,B
512476609,1,0,0,A
512476663,1,0,0,A
512477221,1,0,0,A
512477553,1,0,0,B
512477697,1,0,0,B
512477777,1,0,0,B
512478069,1,1,1,A
512478246,1,0,0,A
512478503,1,0,0,B
512478560,1,0,0,B
512478710,1,0,0,A
512479014,1,0,0,A
512479338,1,0,0,B
512479513,1,0,0,A
512479640,1,0,0,B
512479711,1,0,0,B
512479815,1,0,0,A
512479833,1,1,0,A
512479885,1,0,0,B
512479982,1,0,0,B
512480149,1,0,0,A
512480282,1,0,0,A
